boundaries,geometry
8074,"POLYGON ((-90.22840668788301 38.58747454935324, -90.22840668788301 38.58867988655594, -90.22719497057159 38.58867988655594, -90.22719497057159 38.58747454935324, -90.22840668788301 38.58747454935324))"
8075,"POLYGON ((-90.22840668788301 38.58867988655594, -90.22840668788301 38.58988522375865, -90.22719497057159 38.58988522375865, -90.22719497057159 38.58867988655594, -90.22840668788301 38.58867988655594))"
8076,"POLYGON ((-90.22840668788301 38.58988522375865, -90.22840668788301 38.59109056096136, -90.22719497057159 38.59109056096136, -90.22719497057159 38.58988522375865, -90.22840668788301 38.58988522375865))"
8077,"POLYGON ((-90.22840668788301 38.59109056096136, -90.22840668788301 38.59229589816406, -90.22719497057159 38.59229589816406, -90.22719497057159 38.59109056096136, -90.22840668788301 38.59109056096136))"
8078,"POLYGON ((-90.22840668788301 38.59229589816406, -90.22840668788301 38.59350123536677, -90.22719497057159 38.59350123536677, -90.22719497057159 38.59229589816406, -90.22840668788301 38.59229589816406))"
8079,"POLYGON ((-90.22840668788301 38.59350123536677, -90.22840668788301 38.59470657256947, -90.22719497057159 38.59470657256947, -90.22719497057159 38.59350123536677, -90.22840668788301 38.59350123536677))"
8080,"POLYGON ((-90.22840668788301 38.59470657256947, -90.22840668788301 38.59591190977218, -90.22719497057159 38.59591190977218, -90.22719497057159 38.59470657256947, -90.22840668788301 38.59470657256947))"
8081,"POLYGON ((-90.22840668788301 38.59591190977218, -90.22840668788301 38.59711724697488, -90.22719497057159 38.59711724697488, -90.22719497057159 38.59591190977218, -90.22840668788301 38.59591190977218))"
8082,"POLYGON ((-90.22840668788301 38.59711724697488, -90.22840668788301 38.59832258417759, -90.22719497057159 38.59832258417759, -90.22719497057159 38.59711724697488, -90.22840668788301 38.59711724697488))"
8083,"POLYGON ((-90.22840668788301 38.59832258417759, -90.22840668788301 38.5995279213803, -90.22719497057159 38.5995279213803, -90.22719497057159 38.59832258417759, -90.22840668788301 38.59832258417759))"
8084,"POLYGON ((-90.22840668788301 38.5995279213803, -90.22840668788301 38.60073325858301, -90.22719497057159 38.60073325858301, -90.22719497057159 38.5995279213803, -90.22840668788301 38.5995279213803))"
8085,"POLYGON ((-90.22840668788301 38.60073325858301, -90.22840668788301 38.60193859578571, -90.22719497057159 38.60193859578571, -90.22719497057159 38.60073325858301, -90.22840668788301 38.60073325858301))"
8086,"POLYGON ((-90.22840668788301 38.60193859578571, -90.22840668788301 38.60314393298842, -90.22719497057159 38.60314393298842, -90.22719497057159 38.60193859578571, -90.22840668788301 38.60193859578571))"
8087,"POLYGON ((-90.22840668788301 38.60314393298842, -90.22840668788301 38.60434927019112, -90.22719497057159 38.60434927019112, -90.22719497057159 38.60314393298842, -90.22840668788301 38.60314393298842))"
8088,"POLYGON ((-90.22840668788301 38.60434927019112, -90.22840668788301 38.60555460739383, -90.22719497057159 38.60555460739383, -90.22719497057159 38.60434927019112, -90.22840668788301 38.60434927019112))"
8089,"POLYGON ((-90.22840668788301 38.60555460739383, -90.22840668788301 38.60675994459653, -90.22719497057159 38.60675994459653, -90.22719497057159 38.60555460739383, -90.22840668788301 38.60555460739383))"
8090,"POLYGON ((-90.22840668788301 38.60675994459653, -90.22840668788301 38.60796528179924, -90.22719497057159 38.60796528179924, -90.22719497057159 38.60675994459653, -90.22840668788301 38.60675994459653))"
8091,"POLYGON ((-90.22840668788301 38.60796528179924, -90.22840668788301 38.60917061900194, -90.22719497057159 38.60917061900194, -90.22719497057159 38.60796528179924, -90.22840668788301 38.60796528179924))"
8092,"POLYGON ((-90.22840668788301 38.60917061900194, -90.22840668788301 38.61037595620465, -90.22719497057159 38.61037595620465, -90.22719497057159 38.60917061900194, -90.22840668788301 38.60917061900194))"
8093,"POLYGON ((-90.22840668788301 38.61037595620465, -90.22840668788301 38.61158129340735, -90.22719497057159 38.61158129340735, -90.22719497057159 38.61037595620465, -90.22840668788301 38.61037595620465))"
8094,"POLYGON ((-90.22840668788301 38.61158129340735, -90.22840668788301 38.61278663061006, -90.22719497057159 38.61278663061006, -90.22719497057159 38.61158129340735, -90.22840668788301 38.61158129340735))"
8095,"POLYGON ((-90.22840668788301 38.61278663061006, -90.22840668788301 38.61399196781277, -90.22719497057159 38.61399196781277, -90.22719497057159 38.61278663061006, -90.22840668788301 38.61278663061006))"
8096,"POLYGON ((-90.22840668788301 38.61399196781277, -90.22840668788301 38.61519730501547, -90.22719497057159 38.61519730501547, -90.22719497057159 38.61399196781277, -90.22840668788301 38.61399196781277))"
8097,"POLYGON ((-90.22840668788301 38.61519730501547, -90.22840668788301 38.61640264221818, -90.22719497057159 38.61640264221818, -90.22719497057159 38.61519730501547, -90.22840668788301 38.61519730501547))"
8098,"POLYGON ((-90.22840668788301 38.61640264221818, -90.22840668788301 38.61760797942089, -90.22719497057159 38.61760797942089, -90.22719497057159 38.61640264221818, -90.22840668788301 38.61640264221818))"
8099,"POLYGON ((-90.22840668788301 38.61760797942089, -90.22840668788301 38.61881331662359, -90.22719497057159 38.61881331662359, -90.22719497057159 38.61760797942089, -90.22840668788301 38.61760797942089))"
8100,"POLYGON ((-90.22840668788301 38.61881331662359, -90.22840668788301 38.6200186538263, -90.22719497057159 38.6200186538263, -90.22719497057159 38.61881331662359, -90.22840668788301 38.61881331662359))"
8101,"POLYGON ((-90.22840668788301 38.6200186538263, -90.22840668788301 38.62122399102901, -90.22719497057159 38.62122399102901, -90.22719497057159 38.6200186538263, -90.22840668788301 38.6200186538263))"
8102,"POLYGON ((-90.22840668788301 38.62122399102901, -90.22840668788301 38.62242932823171, -90.22719497057159 38.62242932823171, -90.22719497057159 38.62122399102901, -90.22840668788301 38.62122399102901))"
8103,"POLYGON ((-90.22840668788301 38.62242932823171, -90.22840668788301 38.62363466543442, -90.22719497057159 38.62363466543442, -90.22719497057159 38.62242932823171, -90.22840668788301 38.62242932823171))"
8104,"POLYGON ((-90.22840668788301 38.62363466543442, -90.22840668788301 38.62484000263712, -90.22719497057159 38.62484000263712, -90.22719497057159 38.62363466543442, -90.22840668788301 38.62363466543442))"
8105,"POLYGON ((-90.22840668788301 38.62484000263712, -90.22840668788301 38.62604533983983, -90.22719497057159 38.62604533983983, -90.22719497057159 38.62484000263712, -90.22840668788301 38.62484000263712))"
8106,"POLYGON ((-90.22840668788301 38.62604533983983, -90.22840668788301 38.62725067704253, -90.22719497057159 38.62725067704253, -90.22719497057159 38.62604533983983, -90.22840668788301 38.62604533983983))"
8107,"POLYGON ((-90.22840668788301 38.62725067704253, -90.22840668788301 38.62845601424524, -90.22719497057159 38.62845601424524, -90.22719497057159 38.62725067704253, -90.22840668788301 38.62725067704253))"
8108,"POLYGON ((-90.22840668788301 38.62845601424524, -90.22840668788301 38.62966135144794, -90.22719497057159 38.62966135144794, -90.22719497057159 38.62845601424524, -90.22840668788301 38.62845601424524))"
8109,"POLYGON ((-90.22840668788301 38.62966135144794, -90.22840668788301 38.63086668865065, -90.22719497057159 38.63086668865065, -90.22719497057159 38.62966135144794, -90.22840668788301 38.62966135144794))"
8110,"POLYGON ((-90.22840668788301 38.63086668865065, -90.22840668788301 38.63207202585335, -90.22719497057159 38.63207202585335, -90.22719497057159 38.63086668865065, -90.22840668788301 38.63086668865065))"
8111,"POLYGON ((-90.22840668788301 38.63207202585335, -90.22840668788301 38.63327736305606, -90.22719497057159 38.63327736305606, -90.22719497057159 38.63207202585335, -90.22840668788301 38.63207202585335))"
8112,"POLYGON ((-90.22840668788301 38.63327736305606, -90.22840668788301 38.63448270025876, -90.22719497057159 38.63448270025876, -90.22719497057159 38.63327736305606, -90.22840668788301 38.63327736305606))"
8113,"POLYGON ((-90.22840668788301 38.63448270025876, -90.22840668788301 38.63568803746148, -90.22719497057159 38.63568803746148, -90.22719497057159 38.63448270025876, -90.22840668788301 38.63448270025876))"
8114,"POLYGON ((-90.22840668788301 38.63568803746148, -90.22840668788301 38.63689337466418, -90.22719497057159 38.63689337466418, -90.22719497057159 38.63568803746148, -90.22840668788301 38.63568803746148))"
8115,"POLYGON ((-90.22840668788301 38.63689337466418, -90.22840668788301 38.63809871186689, -90.22719497057159 38.63809871186689, -90.22719497057159 38.63689337466418, -90.22840668788301 38.63689337466418))"
8116,"POLYGON ((-90.22840668788301 38.63809871186689, -90.22840668788301 38.63930404906959, -90.22719497057159 38.63930404906959, -90.22719497057159 38.63809871186689, -90.22840668788301 38.63809871186689))"
8117,"POLYGON ((-90.22840668788301 38.63930404906959, -90.22840668788301 38.6405093862723, -90.22719497057159 38.6405093862723, -90.22719497057159 38.63930404906959, -90.22840668788301 38.63930404906959))"
8118,"POLYGON ((-90.22840668788301 38.6405093862723, -90.22840668788301 38.641714723475, -90.22719497057159 38.641714723475, -90.22719497057159 38.6405093862723, -90.22840668788301 38.6405093862723))"
8119,"POLYGON ((-90.22840668788301 38.641714723475, -90.22840668788301 38.64292006067771, -90.22719497057159 38.64292006067771, -90.22719497057159 38.641714723475, -90.22840668788301 38.641714723475))"
8120,"POLYGON ((-90.22840668788301 38.64292006067771, -90.22840668788301 38.64412539788042, -90.22719497057159 38.64412539788042, -90.22719497057159 38.64292006067771, -90.22840668788301 38.64292006067771))"
8121,"POLYGON ((-90.22840668788301 38.64412539788042, -90.22840668788301 38.64533073508312, -90.22719497057159 38.64533073508312, -90.22719497057159 38.64412539788042, -90.22840668788301 38.64412539788042))"
8122,"POLYGON ((-90.22840668788301 38.64533073508312, -90.22840668788301 38.64653607228583, -90.22719497057159 38.64653607228583, -90.22719497057159 38.64533073508312, -90.22840668788301 38.64533073508312))"
8123,"POLYGON ((-90.22840668788301 38.64653607228583, -90.22840668788301 38.64774140948853, -90.22719497057159 38.64774140948853, -90.22719497057159 38.64653607228583, -90.22840668788301 38.64653607228583))"
8124,"POLYGON ((-90.22840668788301 38.64774140948853, -90.22840668788301 38.64894674669124, -90.22719497057159 38.64894674669124, -90.22719497057159 38.64774140948853, -90.22840668788301 38.64774140948853))"
8125,"POLYGON ((-90.22840668788301 38.64894674669124, -90.22840668788301 38.65015208389394, -90.22719497057159 38.65015208389394, -90.22719497057159 38.64894674669124, -90.22840668788301 38.64894674669124))"
8126,"POLYGON ((-90.22840668788301 38.65015208389394, -90.22840668788301 38.65135742109665, -90.22719497057159 38.65135742109665, -90.22719497057159 38.65015208389394, -90.22840668788301 38.65015208389394))"
8127,"POLYGON ((-90.22840668788301 38.65135742109665, -90.22840668788301 38.65256275829935, -90.22719497057159 38.65256275829935, -90.22719497057159 38.65135742109665, -90.22840668788301 38.65135742109665))"
8128,"POLYGON ((-90.22840668788301 38.65256275829935, -90.22840668788301 38.65376809550206, -90.22719497057159 38.65376809550206, -90.22719497057159 38.65256275829935, -90.22840668788301 38.65256275829935))"
8129,"POLYGON ((-90.22840668788301 38.65376809550206, -90.22840668788301 38.65497343270477, -90.22719497057159 38.65497343270477, -90.22719497057159 38.65376809550206, -90.22840668788301 38.65376809550206))"
8130,"POLYGON ((-90.22840668788301 38.65497343270477, -90.22840668788301 38.65617876990748, -90.22719497057159 38.65617876990748, -90.22719497057159 38.65497343270477, -90.22840668788301 38.65497343270477))"
8131,"POLYGON ((-90.22840668788301 38.65617876990748, -90.22840668788301 38.65738410711018, -90.22719497057159 38.65738410711018, -90.22719497057159 38.65617876990748, -90.22840668788301 38.65617876990748))"
8132,"POLYGON ((-90.22840668788301 38.65738410711018, -90.22840668788301 38.65858944431289, -90.22719497057159 38.65858944431289, -90.22719497057159 38.65738410711018, -90.22840668788301 38.65738410711018))"
8133,"POLYGON ((-90.22840668788301 38.65858944431289, -90.22840668788301 38.65979478151559, -90.22719497057159 38.65979478151559, -90.22719497057159 38.65858944431289, -90.22840668788301 38.65858944431289))"
8134,"POLYGON ((-90.22840668788301 38.65979478151559, -90.22840668788301 38.6610001187183, -90.22719497057159 38.6610001187183, -90.22719497057159 38.65979478151559, -90.22840668788301 38.65979478151559))"
8135,"POLYGON ((-90.22840668788301 38.6610001187183, -90.22840668788301 38.662205455921, -90.22719497057159 38.662205455921, -90.22719497057159 38.6610001187183, -90.22840668788301 38.6610001187183))"
8136,"POLYGON ((-90.22840668788301 38.662205455921, -90.22840668788301 38.66341079312371, -90.22719497057159 38.66341079312371, -90.22719497057159 38.662205455921, -90.22840668788301 38.662205455921))"
8137,"POLYGON ((-90.22840668788301 38.66341079312371, -90.22840668788301 38.66461613032642, -90.22719497057159 38.66461613032642, -90.22719497057159 38.66341079312371, -90.22840668788301 38.66341079312371))"
8138,"POLYGON ((-90.22840668788301 38.66461613032642, -90.22840668788301 38.66582146752912, -90.22719497057159 38.66582146752912, -90.22719497057159 38.66461613032642, -90.22840668788301 38.66461613032642))"
8139,"POLYGON ((-90.22840668788301 38.66582146752912, -90.22840668788301 38.66702680473183, -90.22719497057159 38.66702680473183, -90.22719497057159 38.66582146752912, -90.22840668788301 38.66582146752912))"
8140,"POLYGON ((-90.22840668788301 38.66702680473183, -90.22840668788301 38.66823214193453, -90.22719497057159 38.66823214193453, -90.22719497057159 38.66702680473183, -90.22840668788301 38.66702680473183))"
8141,"POLYGON ((-90.22840668788301 38.66823214193453, -90.22840668788301 38.66943747913724, -90.22719497057159 38.66943747913724, -90.22719497057159 38.66823214193453, -90.22840668788301 38.66823214193453))"
8142,"POLYGON ((-90.22840668788301 38.66943747913724, -90.22840668788301 38.67064281633994, -90.22719497057159 38.67064281633994, -90.22719497057159 38.66943747913724, -90.22840668788301 38.66943747913724))"
8143,"POLYGON ((-90.22840668788301 38.67064281633994, -90.22840668788301 38.67184815354265, -90.22719497057159 38.67184815354265, -90.22719497057159 38.67064281633994, -90.22840668788301 38.67064281633994))"
8144,"POLYGON ((-90.22840668788301 38.67184815354265, -90.22840668788301 38.67305349074536, -90.22719497057159 38.67305349074536, -90.22719497057159 38.67184815354265, -90.22840668788301 38.67184815354265))"
8145,"POLYGON ((-90.22840668788301 38.67305349074536, -90.22840668788301 38.67425882794807, -90.22719497057159 38.67425882794807, -90.22719497057159 38.67305349074536, -90.22840668788301 38.67305349074536))"
8146,"POLYGON ((-90.22840668788301 38.67425882794807, -90.22840668788301 38.67546416515077, -90.22719497057159 38.67546416515077, -90.22719497057159 38.67425882794807, -90.22840668788301 38.67425882794807))"
8147,"POLYGON ((-90.22840668788301 38.67546416515077, -90.22840668788301 38.67666950235348, -90.22719497057159 38.67666950235348, -90.22719497057159 38.67546416515077, -90.22840668788301 38.67546416515077))"
8148,"POLYGON ((-90.22840668788301 38.67666950235348, -90.22840668788301 38.67787483955618, -90.22719497057159 38.67787483955618, -90.22719497057159 38.67666950235348, -90.22840668788301 38.67666950235348))"
