boundaries,geometry
5492,"POLYGON ((-90.25142931679987 38.559751793691, -90.25142931679987 38.5609571308937, -90.25021759948847 38.5609571308937, -90.25021759948847 38.559751793691, -90.25142931679987 38.559751793691))"
5493,"POLYGON ((-90.25142931679987 38.5609571308937, -90.25142931679987 38.56216246809642, -90.25021759948847 38.56216246809642, -90.25021759948847 38.5609571308937, -90.25142931679987 38.5609571308937))"
5494,"POLYGON ((-90.25142931679987 38.56216246809642, -90.25142931679987 38.56336780529912, -90.25021759948847 38.56336780529912, -90.25021759948847 38.56216246809642, -90.25142931679987 38.56216246809642))"
5495,"POLYGON ((-90.25142931679987 38.56336780529912, -90.25142931679987 38.56457314250183, -90.25021759948847 38.56457314250183, -90.25021759948847 38.56336780529912, -90.25142931679987 38.56336780529912))"
5496,"POLYGON ((-90.25142931679987 38.56457314250183, -90.25142931679987 38.56577847970453, -90.25021759948847 38.56577847970453, -90.25021759948847 38.56457314250183, -90.25142931679987 38.56457314250183))"
5497,"POLYGON ((-90.25142931679987 38.56577847970453, -90.25142931679987 38.56698381690724, -90.25021759948847 38.56698381690724, -90.25021759948847 38.56577847970453, -90.25142931679987 38.56577847970453))"
5498,"POLYGON ((-90.25142931679987 38.56698381690724, -90.25142931679987 38.56818915410994, -90.25021759948847 38.56818915410994, -90.25021759948847 38.56698381690724, -90.25142931679987 38.56698381690724))"
5499,"POLYGON ((-90.25142931679987 38.56818915410994, -90.25142931679987 38.56939449131265, -90.25021759948847 38.56939449131265, -90.25021759948847 38.56818915410994, -90.25142931679987 38.56818915410994))"
5500,"POLYGON ((-90.25142931679987 38.56939449131265, -90.25142931679987 38.57059982851536, -90.25021759948847 38.57059982851536, -90.25021759948847 38.56939449131265, -90.25142931679987 38.56939449131265))"
5501,"POLYGON ((-90.25142931679987 38.57059982851536, -90.25142931679987 38.57180516571806, -90.25021759948847 38.57180516571806, -90.25021759948847 38.57059982851536, -90.25142931679987 38.57059982851536))"
5502,"POLYGON ((-90.25142931679987 38.57180516571806, -90.25142931679987 38.57301050292077, -90.25021759948847 38.57301050292077, -90.25021759948847 38.57180516571806, -90.25142931679987 38.57180516571806))"
5503,"POLYGON ((-90.25142931679987 38.57301050292077, -90.25142931679987 38.57421584012347, -90.25021759948847 38.57421584012347, -90.25021759948847 38.57301050292077, -90.25142931679987 38.57301050292077))"
5504,"POLYGON ((-90.25142931679987 38.57421584012347, -90.25142931679987 38.57542117732618, -90.25021759948847 38.57542117732618, -90.25021759948847 38.57421584012347, -90.25142931679987 38.57421584012347))"
5505,"POLYGON ((-90.25142931679987 38.57542117732618, -90.25142931679987 38.57662651452888, -90.25021759948847 38.57662651452888, -90.25021759948847 38.57542117732618, -90.25142931679987 38.57542117732618))"
5506,"POLYGON ((-90.25142931679987 38.57662651452888, -90.25142931679987 38.57783185173159, -90.25021759948847 38.57783185173159, -90.25021759948847 38.57662651452888, -90.25142931679987 38.57662651452888))"
5507,"POLYGON ((-90.25142931679987 38.57783185173159, -90.25142931679987 38.57903718893429, -90.25021759948847 38.57903718893429, -90.25021759948847 38.57783185173159, -90.25142931679987 38.57783185173159))"
5508,"POLYGON ((-90.25142931679987 38.57903718893429, -90.25142931679987 38.58024252613701, -90.25021759948847 38.58024252613701, -90.25021759948847 38.57903718893429, -90.25142931679987 38.57903718893429))"
5509,"POLYGON ((-90.25142931679987 38.58024252613701, -90.25142931679987 38.58144786333971, -90.25021759948847 38.58144786333971, -90.25021759948847 38.58024252613701, -90.25142931679987 38.58024252613701))"
5510,"POLYGON ((-90.25142931679987 38.58144786333971, -90.25142931679987 38.58265320054242, -90.25021759948847 38.58265320054242, -90.25021759948847 38.58144786333971, -90.25142931679987 38.58144786333971))"
5511,"POLYGON ((-90.25142931679987 38.58265320054242, -90.25142931679987 38.58385853774512, -90.25021759948847 38.58385853774512, -90.25021759948847 38.58265320054242, -90.25142931679987 38.58265320054242))"
5512,"POLYGON ((-90.25142931679987 38.58385853774512, -90.25142931679987 38.58506387494783, -90.25021759948847 38.58506387494783, -90.25021759948847 38.58385853774512, -90.25142931679987 38.58385853774512))"
5513,"POLYGON ((-90.25142931679987 38.58506387494783, -90.25142931679987 38.58626921215053, -90.25021759948847 38.58626921215053, -90.25021759948847 38.58506387494783, -90.25142931679987 38.58506387494783))"
5514,"POLYGON ((-90.25142931679987 38.58626921215053, -90.25142931679987 38.58747454935324, -90.25021759948847 38.58747454935324, -90.25021759948847 38.58626921215053, -90.25142931679987 38.58626921215053))"
5515,"POLYGON ((-90.25142931679987 38.58747454935324, -90.25142931679987 38.58867988655594, -90.25021759948847 38.58867988655594, -90.25021759948847 38.58747454935324, -90.25142931679987 38.58747454935324))"
5516,"POLYGON ((-90.25142931679987 38.58867988655594, -90.25142931679987 38.58988522375865, -90.25021759948847 38.58988522375865, -90.25021759948847 38.58867988655594, -90.25142931679987 38.58867988655594))"
5517,"POLYGON ((-90.25142931679987 38.58988522375865, -90.25142931679987 38.59109056096136, -90.25021759948847 38.59109056096136, -90.25021759948847 38.58988522375865, -90.25142931679987 38.58988522375865))"
5518,"POLYGON ((-90.25142931679987 38.59109056096136, -90.25142931679987 38.59229589816406, -90.25021759948847 38.59229589816406, -90.25021759948847 38.59109056096136, -90.25142931679987 38.59109056096136))"
5519,"POLYGON ((-90.25142931679987 38.59229589816406, -90.25142931679987 38.59350123536677, -90.25021759948847 38.59350123536677, -90.25021759948847 38.59229589816406, -90.25142931679987 38.59229589816406))"
5520,"POLYGON ((-90.25142931679987 38.59350123536677, -90.25142931679987 38.59470657256947, -90.25021759948847 38.59470657256947, -90.25021759948847 38.59350123536677, -90.25142931679987 38.59350123536677))"
5521,"POLYGON ((-90.25142931679987 38.59470657256947, -90.25142931679987 38.59591190977218, -90.25021759948847 38.59591190977218, -90.25021759948847 38.59470657256947, -90.25142931679987 38.59470657256947))"
5522,"POLYGON ((-90.25142931679987 38.59591190977218, -90.25142931679987 38.59711724697488, -90.25021759948847 38.59711724697488, -90.25021759948847 38.59591190977218, -90.25142931679987 38.59591190977218))"
5523,"POLYGON ((-90.25142931679987 38.59711724697488, -90.25142931679987 38.59832258417759, -90.25021759948847 38.59832258417759, -90.25021759948847 38.59711724697488, -90.25142931679987 38.59711724697488))"
5524,"POLYGON ((-90.25142931679987 38.59832258417759, -90.25142931679987 38.5995279213803, -90.25021759948847 38.5995279213803, -90.25021759948847 38.59832258417759, -90.25142931679987 38.59832258417759))"
5525,"POLYGON ((-90.25142931679987 38.5995279213803, -90.25142931679987 38.60073325858301, -90.25021759948847 38.60073325858301, -90.25021759948847 38.5995279213803, -90.25142931679987 38.5995279213803))"
5526,"POLYGON ((-90.25142931679987 38.60073325858301, -90.25142931679987 38.60193859578571, -90.25021759948847 38.60193859578571, -90.25021759948847 38.60073325858301, -90.25142931679987 38.60073325858301))"
5527,"POLYGON ((-90.25142931679987 38.60193859578571, -90.25142931679987 38.60314393298842, -90.25021759948847 38.60314393298842, -90.25021759948847 38.60193859578571, -90.25142931679987 38.60193859578571))"
5528,"POLYGON ((-90.25142931679987 38.60314393298842, -90.25142931679987 38.60434927019112, -90.25021759948847 38.60434927019112, -90.25021759948847 38.60314393298842, -90.25142931679987 38.60314393298842))"
5529,"POLYGON ((-90.25142931679987 38.60434927019112, -90.25142931679987 38.60555460739383, -90.25021759948847 38.60555460739383, -90.25021759948847 38.60434927019112, -90.25142931679987 38.60434927019112))"
5530,"POLYGON ((-90.25142931679987 38.60555460739383, -90.25142931679987 38.60675994459653, -90.25021759948847 38.60675994459653, -90.25021759948847 38.60555460739383, -90.25142931679987 38.60555460739383))"
5531,"POLYGON ((-90.25142931679987 38.60675994459653, -90.25142931679987 38.60796528179924, -90.25021759948847 38.60796528179924, -90.25021759948847 38.60675994459653, -90.25142931679987 38.60675994459653))"
5532,"POLYGON ((-90.25142931679987 38.60796528179924, -90.25142931679987 38.60917061900194, -90.25021759948847 38.60917061900194, -90.25021759948847 38.60796528179924, -90.25142931679987 38.60796528179924))"
5533,"POLYGON ((-90.25142931679987 38.60917061900194, -90.25142931679987 38.61037595620465, -90.25021759948847 38.61037595620465, -90.25021759948847 38.60917061900194, -90.25142931679987 38.60917061900194))"
5534,"POLYGON ((-90.25142931679987 38.61037595620465, -90.25142931679987 38.61158129340735, -90.25021759948847 38.61158129340735, -90.25021759948847 38.61037595620465, -90.25142931679987 38.61037595620465))"
5535,"POLYGON ((-90.25142931679987 38.61158129340735, -90.25142931679987 38.61278663061006, -90.25021759948847 38.61278663061006, -90.25021759948847 38.61158129340735, -90.25142931679987 38.61158129340735))"
5536,"POLYGON ((-90.25142931679987 38.61278663061006, -90.25142931679987 38.61399196781277, -90.25021759948847 38.61399196781277, -90.25021759948847 38.61278663061006, -90.25142931679987 38.61278663061006))"
5537,"POLYGON ((-90.25142931679987 38.61399196781277, -90.25142931679987 38.61519730501547, -90.25021759948847 38.61519730501547, -90.25021759948847 38.61399196781277, -90.25142931679987 38.61399196781277))"
5538,"POLYGON ((-90.25142931679987 38.61519730501547, -90.25142931679987 38.61640264221818, -90.25021759948847 38.61640264221818, -90.25021759948847 38.61519730501547, -90.25142931679987 38.61519730501547))"
5539,"POLYGON ((-90.25142931679987 38.61640264221818, -90.25142931679987 38.61760797942089, -90.25021759948847 38.61760797942089, -90.25021759948847 38.61640264221818, -90.25142931679987 38.61640264221818))"
5540,"POLYGON ((-90.25142931679987 38.61760797942089, -90.25142931679987 38.61881331662359, -90.25021759948847 38.61881331662359, -90.25021759948847 38.61760797942089, -90.25142931679987 38.61760797942089))"
5541,"POLYGON ((-90.25142931679987 38.61881331662359, -90.25142931679987 38.6200186538263, -90.25021759948847 38.6200186538263, -90.25021759948847 38.61881331662359, -90.25142931679987 38.61881331662359))"
5542,"POLYGON ((-90.25142931679987 38.6200186538263, -90.25142931679987 38.62122399102901, -90.25021759948847 38.62122399102901, -90.25021759948847 38.6200186538263, -90.25142931679987 38.6200186538263))"
5543,"POLYGON ((-90.25142931679987 38.62122399102901, -90.25142931679987 38.62242932823171, -90.25021759948847 38.62242932823171, -90.25021759948847 38.62122399102901, -90.25142931679987 38.62122399102901))"
5544,"POLYGON ((-90.25142931679987 38.62242932823171, -90.25142931679987 38.62363466543442, -90.25021759948847 38.62363466543442, -90.25021759948847 38.62242932823171, -90.25142931679987 38.62242932823171))"
5545,"POLYGON ((-90.25142931679987 38.62363466543442, -90.25142931679987 38.62484000263712, -90.25021759948847 38.62484000263712, -90.25021759948847 38.62363466543442, -90.25142931679987 38.62363466543442))"
5546,"POLYGON ((-90.25142931679987 38.62484000263712, -90.25142931679987 38.62604533983983, -90.25021759948847 38.62604533983983, -90.25021759948847 38.62484000263712, -90.25142931679987 38.62484000263712))"
5547,"POLYGON ((-90.25142931679987 38.62604533983983, -90.25142931679987 38.62725067704253, -90.25021759948847 38.62725067704253, -90.25021759948847 38.62604533983983, -90.25142931679987 38.62604533983983))"
5548,"POLYGON ((-90.25142931679987 38.62725067704253, -90.25142931679987 38.62845601424524, -90.25021759948847 38.62845601424524, -90.25021759948847 38.62725067704253, -90.25142931679987 38.62725067704253))"
5549,"POLYGON ((-90.25142931679987 38.62845601424524, -90.25142931679987 38.62966135144794, -90.25021759948847 38.62966135144794, -90.25021759948847 38.62845601424524, -90.25142931679987 38.62845601424524))"
5550,"POLYGON ((-90.25142931679987 38.62966135144794, -90.25142931679987 38.63086668865065, -90.25021759948847 38.63086668865065, -90.25021759948847 38.62966135144794, -90.25142931679987 38.62966135144794))"
5551,"POLYGON ((-90.25142931679987 38.63086668865065, -90.25142931679987 38.63207202585335, -90.25021759948847 38.63207202585335, -90.25021759948847 38.63086668865065, -90.25142931679987 38.63086668865065))"
5552,"POLYGON ((-90.25142931679987 38.63207202585335, -90.25142931679987 38.63327736305606, -90.25021759948847 38.63327736305606, -90.25021759948847 38.63207202585335, -90.25142931679987 38.63207202585335))"
5553,"POLYGON ((-90.25142931679987 38.63327736305606, -90.25142931679987 38.63448270025876, -90.25021759948847 38.63448270025876, -90.25021759948847 38.63327736305606, -90.25142931679987 38.63327736305606))"
5554,"POLYGON ((-90.25142931679987 38.63448270025876, -90.25142931679987 38.63568803746148, -90.25021759948847 38.63568803746148, -90.25021759948847 38.63448270025876, -90.25142931679987 38.63448270025876))"
5555,"POLYGON ((-90.25142931679987 38.63568803746148, -90.25142931679987 38.63689337466418, -90.25021759948847 38.63689337466418, -90.25021759948847 38.63568803746148, -90.25142931679987 38.63568803746148))"
5556,"POLYGON ((-90.25142931679987 38.63689337466418, -90.25142931679987 38.63809871186689, -90.25021759948847 38.63809871186689, -90.25021759948847 38.63689337466418, -90.25142931679987 38.63689337466418))"
5557,"POLYGON ((-90.25142931679987 38.63809871186689, -90.25142931679987 38.63930404906959, -90.25021759948847 38.63930404906959, -90.25021759948847 38.63809871186689, -90.25142931679987 38.63809871186689))"
5558,"POLYGON ((-90.25142931679987 38.63930404906959, -90.25142931679987 38.6405093862723, -90.25021759948847 38.6405093862723, -90.25021759948847 38.63930404906959, -90.25142931679987 38.63930404906959))"
5559,"POLYGON ((-90.25142931679987 38.6405093862723, -90.25142931679987 38.641714723475, -90.25021759948847 38.641714723475, -90.25021759948847 38.6405093862723, -90.25142931679987 38.6405093862723))"
5560,"POLYGON ((-90.25142931679987 38.641714723475, -90.25142931679987 38.64292006067771, -90.25021759948847 38.64292006067771, -90.25021759948847 38.641714723475, -90.25142931679987 38.641714723475))"
5561,"POLYGON ((-90.25142931679987 38.64292006067771, -90.25142931679987 38.64412539788042, -90.25021759948847 38.64412539788042, -90.25021759948847 38.64292006067771, -90.25142931679987 38.64292006067771))"
5562,"POLYGON ((-90.25142931679987 38.64412539788042, -90.25142931679987 38.64533073508312, -90.25021759948847 38.64533073508312, -90.25021759948847 38.64412539788042, -90.25142931679987 38.64412539788042))"
5563,"POLYGON ((-90.25142931679987 38.64533073508312, -90.25142931679987 38.64653607228583, -90.25021759948847 38.64653607228583, -90.25021759948847 38.64533073508312, -90.25142931679987 38.64533073508312))"
5564,"POLYGON ((-90.25142931679987 38.64653607228583, -90.25142931679987 38.64774140948853, -90.25021759948847 38.64774140948853, -90.25021759948847 38.64653607228583, -90.25142931679987 38.64653607228583))"
5565,"POLYGON ((-90.25142931679987 38.64774140948853, -90.25142931679987 38.64894674669124, -90.25021759948847 38.64894674669124, -90.25021759948847 38.64774140948853, -90.25142931679987 38.64774140948853))"
5566,"POLYGON ((-90.25142931679987 38.64894674669124, -90.25142931679987 38.65015208389394, -90.25021759948847 38.65015208389394, -90.25021759948847 38.64894674669124, -90.25142931679987 38.64894674669124))"
5567,"POLYGON ((-90.25142931679987 38.65015208389394, -90.25142931679987 38.65135742109665, -90.25021759948847 38.65135742109665, -90.25021759948847 38.65015208389394, -90.25142931679987 38.65015208389394))"
5568,"POLYGON ((-90.25142931679987 38.65135742109665, -90.25142931679987 38.65256275829935, -90.25021759948847 38.65256275829935, -90.25021759948847 38.65135742109665, -90.25142931679987 38.65135742109665))"
5569,"POLYGON ((-90.25142931679987 38.65256275829935, -90.25142931679987 38.65376809550206, -90.25021759948847 38.65376809550206, -90.25021759948847 38.65256275829935, -90.25142931679987 38.65256275829935))"
5570,"POLYGON ((-90.25142931679987 38.65376809550206, -90.25142931679987 38.65497343270477, -90.25021759948847 38.65497343270477, -90.25021759948847 38.65376809550206, -90.25142931679987 38.65376809550206))"
5571,"POLYGON ((-90.25142931679987 38.65497343270477, -90.25142931679987 38.65617876990748, -90.25021759948847 38.65617876990748, -90.25021759948847 38.65497343270477, -90.25142931679987 38.65497343270477))"
5572,"POLYGON ((-90.25142931679987 38.65617876990748, -90.25142931679987 38.65738410711018, -90.25021759948847 38.65738410711018, -90.25021759948847 38.65617876990748, -90.25142931679987 38.65617876990748))"
5573,"POLYGON ((-90.25142931679987 38.65738410711018, -90.25142931679987 38.65858944431289, -90.25021759948847 38.65858944431289, -90.25021759948847 38.65738410711018, -90.25142931679987 38.65738410711018))"
5574,"POLYGON ((-90.25142931679987 38.65858944431289, -90.25142931679987 38.65979478151559, -90.25021759948847 38.65979478151559, -90.25021759948847 38.65858944431289, -90.25142931679987 38.65858944431289))"
5575,"POLYGON ((-90.25142931679987 38.65979478151559, -90.25142931679987 38.6610001187183, -90.25021759948847 38.6610001187183, -90.25021759948847 38.65979478151559, -90.25142931679987 38.65979478151559))"
5576,"POLYGON ((-90.25142931679987 38.6610001187183, -90.25142931679987 38.662205455921, -90.25021759948847 38.662205455921, -90.25021759948847 38.6610001187183, -90.25142931679987 38.6610001187183))"
5577,"POLYGON ((-90.25142931679987 38.662205455921, -90.25142931679987 38.66341079312371, -90.25021759948847 38.66341079312371, -90.25021759948847 38.662205455921, -90.25142931679987 38.662205455921))"
5578,"POLYGON ((-90.25142931679987 38.66341079312371, -90.25142931679987 38.66461613032642, -90.25021759948847 38.66461613032642, -90.25021759948847 38.66341079312371, -90.25142931679987 38.66341079312371))"
5579,"POLYGON ((-90.25142931679987 38.66461613032642, -90.25142931679987 38.66582146752912, -90.25021759948847 38.66582146752912, -90.25021759948847 38.66461613032642, -90.25142931679987 38.66461613032642))"
5580,"POLYGON ((-90.25142931679987 38.66582146752912, -90.25142931679987 38.66702680473183, -90.25021759948847 38.66702680473183, -90.25021759948847 38.66582146752912, -90.25142931679987 38.66582146752912))"
5581,"POLYGON ((-90.25142931679987 38.66702680473183, -90.25142931679987 38.66823214193453, -90.25021759948847 38.66823214193453, -90.25021759948847 38.66702680473183, -90.25142931679987 38.66702680473183))"
5582,"POLYGON ((-90.25142931679987 38.66823214193453, -90.25142931679987 38.66943747913724, -90.25021759948847 38.66943747913724, -90.25021759948847 38.66823214193453, -90.25142931679987 38.66823214193453))"
5583,"POLYGON ((-90.25142931679987 38.66943747913724, -90.25142931679987 38.67064281633994, -90.25021759948847 38.67064281633994, -90.25021759948847 38.66943747913724, -90.25142931679987 38.66943747913724))"
5584,"POLYGON ((-90.25142931679987 38.67064281633994, -90.25142931679987 38.67184815354265, -90.25021759948847 38.67184815354265, -90.25021759948847 38.67064281633994, -90.25142931679987 38.67064281633994))"
5585,"POLYGON ((-90.25142931679987 38.67184815354265, -90.25142931679987 38.67305349074536, -90.25021759948847 38.67305349074536, -90.25021759948847 38.67184815354265, -90.25142931679987 38.67184815354265))"
5586,"POLYGON ((-90.25142931679987 38.67305349074536, -90.25142931679987 38.67425882794807, -90.25021759948847 38.67425882794807, -90.25021759948847 38.67305349074536, -90.25142931679987 38.67305349074536))"
5587,"POLYGON ((-90.25142931679987 38.67425882794807, -90.25142931679987 38.67546416515077, -90.25021759948847 38.67546416515077, -90.25021759948847 38.67425882794807, -90.25142931679987 38.67425882794807))"
5588,"POLYGON ((-90.25142931679987 38.67546416515077, -90.25142931679987 38.67666950235348, -90.25021759948847 38.67666950235348, -90.25021759948847 38.67546416515077, -90.25142931679987 38.67546416515077))"
5589,"POLYGON ((-90.25142931679987 38.67666950235348, -90.25142931679987 38.67787483955618, -90.25021759948847 38.67787483955618, -90.25021759948847 38.67666950235348, -90.25142931679987 38.67666950235348))"
5590,"POLYGON ((-90.25142931679987 38.67787483955618, -90.25142931679987 38.67908017675889, -90.25021759948847 38.67908017675889, -90.25021759948847 38.67787483955618, -90.25142931679987 38.67787483955618))"
5591,"POLYGON ((-90.25142931679987 38.67908017675889, -90.25142931679987 38.68028551396159, -90.25021759948847 38.68028551396159, -90.25021759948847 38.67908017675889, -90.25142931679987 38.67908017675889))"
5592,"POLYGON ((-90.25142931679987 38.68028551396159, -90.25142931679987 38.6814908511643, -90.25021759948847 38.6814908511643, -90.25021759948847 38.68028551396159, -90.25142931679987 38.68028551396159))"
5593,"POLYGON ((-90.25142931679987 38.6814908511643, -90.25142931679987 38.682696188367, -90.25021759948847 38.682696188367, -90.25021759948847 38.6814908511643, -90.25142931679987 38.6814908511643))"
5594,"POLYGON ((-90.25142931679987 38.682696188367, -90.25142931679987 38.68390152556971, -90.25021759948847 38.68390152556971, -90.25021759948847 38.682696188367, -90.25142931679987 38.682696188367))"
5595,"POLYGON ((-90.25142931679987 38.68390152556971, -90.25142931679987 38.68510686277241, -90.25021759948847 38.68510686277241, -90.25021759948847 38.68390152556971, -90.25142931679987 38.68390152556971))"
5596,"POLYGON ((-90.25142931679987 38.68510686277241, -90.25142931679987 38.68631219997512, -90.25021759948847 38.68631219997512, -90.25021759948847 38.68510686277241, -90.25142931679987 38.68510686277241))"
5597,"POLYGON ((-90.25142931679987 38.68631219997512, -90.25142931679987 38.68751753717783, -90.25021759948847 38.68751753717783, -90.25021759948847 38.68631219997512, -90.25142931679987 38.68631219997512))"
5598,"POLYGON ((-90.25142931679987 38.68751753717783, -90.25142931679987 38.68872287438053, -90.25021759948847 38.68872287438053, -90.25021759948847 38.68751753717783, -90.25142931679987 38.68751753717783))"
5599,"POLYGON ((-90.25142931679987 38.68872287438053, -90.25142931679987 38.68992821158324, -90.25021759948847 38.68992821158324, -90.25021759948847 38.68872287438053, -90.25142931679987 38.68872287438053))"
5600,"POLYGON ((-90.25142931679987 38.68992821158324, -90.25142931679987 38.69113354878595, -90.25021759948847 38.69113354878595, -90.25021759948847 38.68992821158324, -90.25142931679987 38.68992821158324))"
5601,"POLYGON ((-90.25142931679987 38.69113354878595, -90.25142931679987 38.69233888598865, -90.25021759948847 38.69233888598865, -90.25021759948847 38.69113354878595, -90.25142931679987 38.69113354878595))"
5602,"POLYGON ((-90.25142931679987 38.69233888598865, -90.25142931679987 38.69354422319136, -90.25021759948847 38.69354422319136, -90.25021759948847 38.69233888598865, -90.25142931679987 38.69233888598865))"
5603,"POLYGON ((-90.25142931679987 38.69354422319136, -90.25142931679987 38.69474956039407, -90.25021759948847 38.69474956039407, -90.25021759948847 38.69354422319136, -90.25142931679987 38.69354422319136))"
5604,"POLYGON ((-90.25142931679987 38.69474956039407, -90.25142931679987 38.69595489759677, -90.25021759948847 38.69595489759677, -90.25021759948847 38.69474956039407, -90.25142931679987 38.69474956039407))"
5605,"POLYGON ((-90.25142931679987 38.69595489759677, -90.25142931679987 38.69716023479948, -90.25021759948847 38.69716023479948, -90.25021759948847 38.69595489759677, -90.25142931679987 38.69595489759677))"
5606,"POLYGON ((-90.25142931679987 38.69716023479948, -90.25142931679987 38.69836557200218, -90.25021759948847 38.69836557200218, -90.25021759948847 38.69716023479948, -90.25142931679987 38.69716023479948))"
5607,"POLYGON ((-90.25142931679987 38.69836557200218, -90.25142931679987 38.69957090920489, -90.25021759948847 38.69957090920489, -90.25021759948847 38.69836557200218, -90.25142931679987 38.69836557200218))"
5608,"POLYGON ((-90.25142931679987 38.69957090920489, -90.25142931679987 38.70077624640759, -90.25021759948847 38.70077624640759, -90.25021759948847 38.69957090920489, -90.25142931679987 38.69957090920489))"
5609,"POLYGON ((-90.25142931679987 38.70077624640759, -90.25142931679987 38.7019815836103, -90.25021759948847 38.7019815836103, -90.25021759948847 38.70077624640759, -90.25142931679987 38.70077624640759))"
5610,"POLYGON ((-90.25142931679987 38.7019815836103, -90.25142931679987 38.703186920813, -90.25021759948847 38.703186920813, -90.25021759948847 38.7019815836103, -90.25142931679987 38.7019815836103))"
5611,"POLYGON ((-90.25142931679987 38.703186920813, -90.25142931679987 38.70439225801571, -90.25021759948847 38.70439225801571, -90.25021759948847 38.703186920813, -90.25142931679987 38.703186920813))"
5612,"POLYGON ((-90.25142931679987 38.70439225801571, -90.25142931679987 38.70559759521841, -90.25021759948847 38.70559759521841, -90.25021759948847 38.70439225801571, -90.25142931679987 38.70439225801571))"
5613,"POLYGON ((-90.25142931679987 38.70559759521841, -90.25142931679987 38.70680293242112, -90.25021759948847 38.70680293242112, -90.25021759948847 38.70559759521841, -90.25142931679987 38.70559759521841))"
5614,"POLYGON ((-90.25142931679987 38.70680293242112, -90.25142931679987 38.70800826962383, -90.25021759948847 38.70800826962383, -90.25021759948847 38.70680293242112, -90.25142931679987 38.70680293242112))"
5615,"POLYGON ((-90.25142931679987 38.70800826962383, -90.25142931679987 38.70921360682653, -90.25021759948847 38.70921360682653, -90.25021759948847 38.70800826962383, -90.25142931679987 38.70800826962383))"
5616,"POLYGON ((-90.25142931679987 38.70921360682653, -90.25142931679987 38.71041894402924, -90.25021759948847 38.71041894402924, -90.25021759948847 38.70921360682653, -90.25142931679987 38.70921360682653))"
5617,"POLYGON ((-90.25142931679987 38.71041894402924, -90.25142931679987 38.71162428123195, -90.25021759948847 38.71162428123195, -90.25021759948847 38.71041894402924, -90.25142931679987 38.71041894402924))"
5618,"POLYGON ((-90.25142931679987 38.71162428123195, -90.25142931679987 38.71282961843465, -90.25021759948847 38.71282961843465, -90.25021759948847 38.71162428123195, -90.25142931679987 38.71162428123195))"
5619,"POLYGON ((-90.25142931679987 38.71282961843465, -90.25142931679987 38.71403495563736, -90.25021759948847 38.71403495563736, -90.25021759948847 38.71282961843465, -90.25142931679987 38.71282961843465))"
5620,"POLYGON ((-90.25142931679987 38.71403495563736, -90.25142931679987 38.71524029284006, -90.25021759948847 38.71524029284006, -90.25021759948847 38.71403495563736, -90.25142931679987 38.71403495563736))"
5621,"POLYGON ((-90.25142931679987 38.71524029284006, -90.25142931679987 38.71644563004277, -90.25021759948847 38.71644563004277, -90.25021759948847 38.71524029284006, -90.25142931679987 38.71524029284006))"
5622,"POLYGON ((-90.25142931679987 38.71644563004277, -90.25142931679987 38.71765096724548, -90.25021759948847 38.71765096724548, -90.25021759948847 38.71644563004277, -90.25142931679987 38.71644563004277))"
5623,"POLYGON ((-90.25142931679987 38.71765096724548, -90.25142931679987 38.71885630444818, -90.25021759948847 38.71885630444818, -90.25021759948847 38.71765096724548, -90.25142931679987 38.71765096724548))"
5624,"POLYGON ((-90.25021759948847 38.71955338055088, -90.25021759948847 38.71885630444818, -90.25142931679987 38.71885630444818, -90.25142931679987 38.71906411930775, -90.25021759948847 38.71955338055088))"
5625,"POLYGON ((-90.25021759948847 38.54913506317139, -90.25021759948847 38.55010909606936, -90.24995585165119 38.55010909606936, -90.25014080670202 38.54991081766047, -90.25013447110094 38.54927959164081, -90.25021759948847 38.54913506317139))"
5626,"POLYGON ((-90.24995585165119 38.55010909606936, -90.25021759948847 38.55010909606936, -90.25021759948847 38.55131443327206, -90.24900588217704 38.55131443327206, -90.24900588217704 38.55112749721594, -90.24995585165119 38.55010909606936))"
5627,"POLYGON ((-90.25021759948847 38.55131443327206, -90.25021759948847 38.55251977047477, -90.24900588217704 38.55251977047477, -90.24900588217704 38.55131443327206, -90.25021759948847 38.55131443327206))"
5628,"POLYGON ((-90.25021759948847 38.55251977047477, -90.25021759948847 38.55372510767747, -90.24900588217704 38.55372510767747, -90.24900588217704 38.55251977047477, -90.25021759948847 38.55251977047477))"
5629,"POLYGON ((-90.25021759948847 38.55372510767747, -90.25021759948847 38.55493044488018, -90.24900588217704 38.55493044488018, -90.24900588217704 38.55372510767747, -90.25021759948847 38.55372510767747))"
5630,"POLYGON ((-90.25021759948847 38.55493044488018, -90.25021759948847 38.55613578208288, -90.24900588217704 38.55613578208288, -90.24900588217704 38.55493044488018, -90.25021759948847 38.55493044488018))"
5631,"POLYGON ((-90.25021759948847 38.55613578208288, -90.25021759948847 38.55734111928559, -90.24900588217704 38.55734111928559, -90.24900588217704 38.55613578208288, -90.25021759948847 38.55613578208288))"
5632,"POLYGON ((-90.25021759948847 38.55734111928559, -90.25021759948847 38.55854645648829, -90.24900588217704 38.55854645648829, -90.24900588217704 38.55734111928559, -90.25021759948847 38.55734111928559))"
5633,"POLYGON ((-90.25021759948847 38.55854645648829, -90.25021759948847 38.559751793691, -90.24900588217704 38.559751793691, -90.24900588217704 38.55854645648829, -90.25021759948847 38.55854645648829))"
